"";"Timestep";"DVS";"W";"LAI";"dW"
"108";107;1,75183823529412;2265,75614533226;5,87928494342116;31,2211290649172
"109";108;1,76913235294118;2296,97727439718;5,90584373404049;19,6259694127372
"110";109;1,78507352941177;2316,60324380992;5,85623722320206;9,76273275378194
"111";110;1,79736764705882;2326,3659765637;5,74400786940558;23,0240781027552
"112";111;1,80695588235294;2349,39005466646;5,72134414099132;29,9772710373523
"113";112;1,81701470588235;2379,36732570381;5,74455607850437;38,4246428592808
"114";113;1,82972058823529;2417,79196856309;5,82197957473457;9,40202097547391
"115";114;1,84266176470588;2427,19398953856;5,70843332383311;32,7964263200421
"116";115;1,85683823529412;2459,9904158586;5,75035709519839;37,7910586720843
"117";116;1,87266176470588;2497,78147453069;5,82348826371099;39,1248415031538
"118";117;1,89177941176471;2536,90631603384;5,90309508557016;30,3880564790743
"119";118;1,91266176470588;2567,29437251292;5,92352460011704;7,64022709878392
"120";119;1,92660294117647;2574,9345996117;5,79548033825562;6,45702238119645
"121";120;1,93901470588235;2581,3916219929;5,66358657358573;2,44109835058677
"122";121;1,95077941176471;2583,83272034348;5,50954611565697;6,17810700626521
"123";122;1,96548529411765;2590,01082734975;5,38441742772799;30,9560812513404
"124";123;1,98025;2620,96690860109;5,42409943302986;31,4955461632996
"125";124;1,99495588235294;2652,46245476439;5,46609750010041;34,1407538216442
"126";125;2,01077941176471;2686,60320858603;5,52402947493809;0
