"";"DVS";"W";"dW";"LAI";"WRoots";"WLeaves";"WStems";"WStorageOrgans";"FRoot";"FLeaves";"FStems";"FStorageOrgans"
"104";1,69272058823529;1659,55381455704;6,99964122443283;1,45023565928912;144,013513829236;282,437467568148;363,905691074246;868,697142085408;0;0;0;1
"105";1,70413235294118;1666,55345578147;10,1322922804329;1,40672858951045;144,013513829236;282,437467568148;363,905691074246;875,696783309841;0;0;0;1
"106";1,71772058823529;1676,6857480619;20,8671099131352;1,36452673182513;144,013513829236;282,437467568148;363,905691074246;885,829075590274;0;0;0;1
"107";1,73307352941176;1697,55285797504;19,3917534302821;1,32359092987038;144,013513829236;282,437467568148;363,905691074246;906,696185503409;0;0;0;1
"108";1,75183823529412;1716,94461140532;18,8183587213208;1,28388320197427;144,013513829236;282,437467568148;363,905691074246;926,087938933691;0;0;0;1
"109";1,76913235294118;1735,76297012664;11,6039333657793;1,24536670591504;144,013513829236;282,437467568148;363,905691074246;944,906297655012;0;0;0;1
"110";1,78507352941177;1747,36690349242;5,66556433801331;1,20800570473759;144,013513829236;282,437467568148;363,905691074246;956,510231020792;0;0;0;1
"111";1,79736764705882;1753,03246783043;13,1213137019802;1,17176553359546;144,013513829236;282,437467568148;363,905691074246;962,175795358805;0;0;0;1
"112";1,80695588235294;1766,15378153241;16,7539543818357;1,1366125675876;144,013513829236;282,437467568148;363,905691074246;975,297109060785;0;0;0;1
"113";1,81701470588235;1782,90773591425;21,0421344103896;1,10251419055997;144,013513829236;282,437467568148;363,905691074246;992,051063442621;0;0;0;1
"114";1,82972058823529;1803,94987032464;5,04024228968283;1,06943876484317;144,013513829236;282,437467568148;363,905691074246;1013,09319785301;0;0;0;1
"115";1,84266176470588;1808,99011261432;17,2477507813908;1,03735560189787;144,013513829236;282,437467568148;363,905691074246;1018,13344014269;0;0;0;1
"116";1,85683823529412;1826,23786339571;19,4537245744795;1,00623493384094;144,013513829236;282,437467568148;363,905691074246;1035,38119092408;0;0;0;1
"117";1,87266176470588;1845,69158797019;19,7018162272405;0,97604788582571;144,013513829236;282,437467568148;363,905691074246;1054,83491549856;0;0;0;1
"118";1,89177941176471;1865,39340419743;14,9650300519035;0,946766449250939;144,013513829236;282,437467568148;363,905691074246;1074,5367317258;0;0;0;1
"119";1,91266176470588;1880,35843424934;3,68131541701111;0,918363455773411;144,013513829236;282,437467568148;363,905691074246;1089,50176177771;0;0;0;1
"120";1,92660294117647;1884,03974966635;3,04862976876488;0,890812552100208;144,013513829236;282,437467568148;363,905691074246;1093,18307719472;0;0;0;1
"121";1,93901470588235;1887,08837943511;1,12932417766188;0,864088175537202;144,013513829236;282,437467568148;363,905691074246;1096,23170696348;0;0;0;1
"122";1,95077941176471;1888,21770361277;2,80136335799161;0,838165530271086;144,013513829236;282,437467568148;363,905691074246;1097,36103114115;0;0;0;1
"123";1,96548529411765;1891,01906697077;13,751405321775;0,813020564362953;144,013513829236;282,437467568148;363,905691074246;1100,16239449914;0;0;0;1
"124";1,98025;1904,77047229254;13,6679676564549;0,788629947432065;144,013513829236;282,437467568148;363,905691074246;1113,91379982091;0;0;0;1
"125";1,99495588235294;1918,438439949;14,470475826324;0,764971049009103;144,013513829236;282,437467568148;363,905691074246;1127,58176747737;0;0;0;1
"126";2,01077941176471;1932,90891577532;0;0,74202191753883;144,013513829236;282,437467568148;363,905691074246;1142,05224330369;0;0;0;0
